Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3627	0.3430	98.28	26.000	NA-NA	HIGH	NA-NA	26	26.696	69/118	98.28	0	IMGVR_UViG_3300045988_074783|3300045988|Ga0495776_089739
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3488	0.3506	97.57	25.000	NA-NA	HIGH	NA-NA	25	20.000	48/103	97.57	27	IMGVR_UViG_3300029416_000273|3300029416|Ga0243860_101154
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3488	0.4465	96.45	25.000	NA-NA	HIGH	NA-NA	25	19.111	45/138	96.45	10	IMGVR_UViG_3300045988_168271|3300045988|Ga0495776_173960
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3488	0.5448	97.96	25.000	NA-NA	HIGH	NA-NA	25	25.512	84/159	97.96	46	IMGVR_UViG_3300014541_000086|3300014541|Ga0134391_100242
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3488	0.1947	95.49	25.000	NA-NA	HIGH	NA-NA	25	24.938	16/67	95.49	6	IMGVR_UViG_3300000292_000098|3300000292|EM305_1001425
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3488	0.3942	96.85	25.000	NA-NA	HIGH	NA-NA	25	20.175	40/108	96.85	33	IMGVR_UViG_3300014792_000187|3300014792|Ga0134427_1000361
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3348	0.2639	95.97	24.000	NA-NA	HIGH	NA-NA	24	12.355	31/111	95.97	62	IMGVR_UViG_3300029029_000171|3300029029|Ga0169670_100060|3-20598
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3348	0.3623	95.02	24.000	NA-NA	HIGH	NA-NA	24	26.067	30/146	95.02	53	IMGVR_UViG_3300045988_083957|3300045988|Ga0495776_092111
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3348	0.2669	96.84	24.000	NA-NA	HIGH	NA-NA	24	21.706	34/92	96.84	15	IMGVR_UViG_3300029246_000211|3300029246|Ga0168681_101181
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3348	0.1771	96.28	24.000	NA-NA	HIGH	NA-NA	24	22.471	17/55	96.28	15	IMGVR_UViG_3300029049_000227|3300029049|Ga0169693_101521
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3348	0.2491	96.44	24.000	NA-NA	HIGH	NA-NA	24	19.286	28/86	96.44	30	IMGVR_UViG_3300014762_000077|3300014762|Ga0134420_100341
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3209	0.5049	98.57	23.000	NA-NA	HIGH	NA-NA	23	18.635	126/197	98.57	30	IMGVR_UViG_2833313268_000003|2833313268|2833313273|32799-73924
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3209	0.2521	97.05	23.000	NA-NA	HIGH	NA-NA	23	22.125	32/81	97.05	35	IMGVR_UViG_3300014530_000099|3300014530|Ga0169724_100252|43652-64185
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3209	0.7236	96.22	23.000	NA-NA	HIGH	NA-NA	23	22.202	84/277	96.22	8	IMGVR_UViG_3300029096_000046|3300029096|Ga0169213_100155
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3209	0.1455	95.57	23.000	NA-NA	HIGH	NA-NA	23	27.714	14/57	95.57	2	IMGVR_UViG_3300029493_000265|3300029493|Ga0244010_1003203
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3209	0.6186	96.96	23.000	NA-NA	HIGH	NA-NA	23	21.294	85/221	96.96	130	IMGVR_UViG_3300045988_024697|3300045988|Ga0495776_069067
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3069	0.1524	98.27	22.000	NA-NA	HIGH	NA-NA	22	20.938	32/55	98.27	17	IMGVR_UViG_3300029495_000102|3300029495|Ga0244015_1002179
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3069	0.1633	95.47	22.000	NA-NA	HIGH	NA-NA	22	17.143	14/59	95.47	26	IMGVR_UViG_3300029092_000146|3300029092|Ga0169182_101578
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3069	0.1956	98.61	22.000	NA-NA	HIGH	NA-NA	22	20.409	44/68	98.61	6	IMGVR_UViG_3300029424_000180|3300029424|Ga0243789_1001673
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.3069	0.9161	97.33	22.000	NA-NA	HIGH	NA-NA	22	20.070	143/331	97.33	159	IMGVR_UViG_3300029333_000129|3300029333|Ga0243760_100304
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2930	0.1449	97.79	21.000	NA-NA	HIGH	NA-NA	21	17.655	29/58	97.79	8	IMGVR_UViG_3300029704_000211|3300029704|Ga0245212_101693
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2930	0.2233	98.94	21.000	NA-NA	HIGH	NA-NA	21	6.557	61/85	98.94	18	IMGVR_UViG_3300029247_000207|3300029247|Ga0168719_1001098
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2930	0.4380	99.14	21.000	NA-NA	HIGH	NA-NA	21	18.055	127/166	99.14	3	IMGVR_UViG_3300029405_000087|3300029405|Ga0243959_100606
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2930	0.1198	95.50	21.000	NA-NA	HIGH	NA-NA	21	10.667	12/50	95.50	28	IMGVR_UViG_3300029756_000079|3300029756|Ga0242840_102304
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.1713	99.96	20.000	NA-NA	HIGH	NA-NA	20	18.271	85/86	99.96	0	IMGVR_UViG_3300029643_000116|3300029643|Ga0245225_100368|378-16423
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.4063	95.61	20.000	NA-NA	HIGH	NA-NA	20	20.564	39/157	95.61	51	IMGVR_UViG_3300008599_000186|3300008599|Ga0111091_100473
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.3389	98.13	20.000	NA-NA	HIGH	NA-NA	20	19.772	79/142	98.13	8	IMGVR_UViG_3300029714_000298|3300029714|Ga0245242_1001113
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.1154	96.46	20.000	NA-NA	HIGH	NA-NA	20	18.632	19/58	96.46	33	IMGVR_UViG_3300029421_000150|3300029421|Ga0243844_102734
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.4386	98.06	20.000	NA-NA	HIGH	NA-NA	20	21.188	96/176	98.06	57	IMGVR_UViG_3300045988_067699|3300045988|Ga0495776_184702
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2790	0.2622	98.73	20.000	NA-NA	HIGH	NA-NA	20	19.171	70/104	98.73	11	IMGVR_UViG_3300029004_000053|3300029004|Ga0169688_100418
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.5339	96.12	19.000	NA-NA	HIGH	NA-NA	19	18.449	69/235	96.12	28	IMGVR_UViG_2833354111_000002|2833354111|2833354442
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.2299	98.82	19.000	NA-NA	HIGH	NA-NA	19	19.131	61/88	98.82	1	IMGVR_UViG_3300029236_000044|3300029236|Ga0169721_101208
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.3171	95.21	19.000	NA-NA	HIGH	NA-NA	19	18.621	29/133	95.21	58	IMGVR_UViG_3300029746_000343|3300029746|Ga0245173_100629|199-31468
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.1671	95.53	19.000	NA-NA	HIGH	NA-NA	19	14.750	16/66	95.53	23	IMGVR_UViG_3300039322_000185|3300039322|Ga0169808_00684
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.3115	100.00	19.000	NA-NA	HIGH	NA-NA	19	19.255	137/137	100.00	0	IMGVR_UViG_3300029027_000010|3300029027|Ga0169621_100578
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.1639	99.60	19.000	NA-NA	HIGH	NA-NA	19	19.303	76/86	99.60	0	IMGVR_UViG_3300029020_000153|3300029020|Ga0169702_100936
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2651	0.4350	95.40	19.000	NA-NA	HIGH	NA-NA	19	18.957	46/198	95.40	43	IMGVR_UViG_2854395284_000005|2854395284|2854395295|263362-306249
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.7087	95.12	18.000	NA-NA	HIGH	NA-NA	18	12.897	78/368	95.12	105	IMGVR_UViG_2531839010_000002|2531839010|2531841805|1-73764
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.2207	99.28	18.000	NA-NA	HIGH	NA-NA	18	18.262	84/105	99.28	0	IMGVR_UViG_3300008077_000331|3300008077|Ga0105964_1001355
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.3282	97.75	18.000	NA-NA	HIGH	NA-NA	18	16.919	74/150	97.75	37	IMGVR_UViG_3300029343_000018|3300029343|Ga0243725_1000854
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.2106	95.88	18.000	NA-NA	HIGH	NA-NA	18	16.045	22/81	95.88	10	IMGVR_UViG_3300029684_000171|3300029684|Ga0245194_101500
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.2040	95.34	18.000	NA-NA	HIGH	NA-NA	18	16.739	23/101	95.34	49	IMGVR_UViG_3300029432_000220|3300029432|Ga0243805_101714
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.1404	98.11	18.000	NA-NA	HIGH	NA-NA	18	17.341	41/74	98.11	1	IMGVR_UViG_3300029815_000500|3300029815|Ga0244882_1001306|1-14612
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.1297	97.62	18.000	NA-NA	HIGH	NA-NA	18	20.296	27/57	97.62	21	IMGVR_UViG_3300029431_000184|3300029431|Ga0243758_1002745
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.2259	96.39	18.000	NA-NA	HIGH	NA-NA	18	16.645	31/97	96.39	5	IMGVR_UViG_3300029543_000125|3300029543|Ga0244989_101068
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2511	0.2065	96.21	18.000	NA-NA	HIGH	NA-NA	18	18.000	26/86	96.21	47	IMGVR_UViG_3300014800_000015|3300014800|Ga0134399_1000678
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1477	98.65	17.000	NA-NA	HIGH	NA-NA	17	17.261	46/70	98.65	0	IMGVR_UViG_2690316049_000006|2690316049|2690333672
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1435	97.96	17.000	NA-NA	HIGH	NA-NA	17	15.763	38/72	97.96	3	IMGVR_UViG_3300008383_000153|3300008383|Ga0114870_100856
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.4000	98.44	17.000	NA-NA	HIGH	NA-NA	17	16.922	115/187	98.44	0	IMGVR_UViG_2609460218_000014|2609460218|2609545590
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1285	98.99	17.000	NA-NA	HIGH	NA-NA	17	12.263	38/52	98.99	0	IMGVR_UViG_3300014947_000086|3300014947|Ga0169813_101567
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.2016	95.36	17.000	NA-NA	HIGH	NA-NA	17	15.818	22/96	95.36	6	IMGVR_UViG_3300029692_000303|3300029692|Ga0245170_100617|5354-27568
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1170	96.32	17.000	NA-NA	HIGH	NA-NA	17	17.300	20/64	96.32	1	IMGVR_UViG_2778261214_000016|2778261214|2778290836
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.2723	95.30	17.000	NA-NA	HIGH	NA-NA	17	17.889	27/120	95.30	33	IMGVR_UViG_3300013942_000097|3300013942|Ga0117795_1000142
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1484	98.85	17.000	NA-NA	HIGH	NA-NA	17	15.909	44/63	98.85	2	IMGVR_UViG_3300029356_000107|3300029356|Ga0243797_101957
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1553	95.88	17.000	NA-NA	HIGH	NA-NA	17	19.947	19/70	95.88	38	IMGVR_UViG_3300014789_000116|3300014789|Ga0134406_1000722
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.3863	95.66	17.000	NA-NA	HIGH	NA-NA	17	13.776	49/194	95.66	70	IMGVR_UViG_3300029542_000209|3300029542|Ga0244933_100533
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2372	0.1968	96.33	17.000	NA-NA	HIGH	NA-NA	17	10.656	32/102	96.33	25	IMGVR_UViG_3300028958_000059|3300028958|Ga0169756_100076|64651-86334
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	imgvr_reps.fna	0.2232	0.1740	100.00	16.000	NA-NA	HIGH	NA-NA	16	17.267	75/75	100.00	0	IMGVR_UViG_2877973648_000005|2877973648|2877973648|3382482-3402857
