Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/012/845/GCF_000012845.1_genomic.fna.gz	2.0552	3.0390	99.34	9.151	NA-NA	HIGH	NA-NA	9	9.151	16789/20586	99.34	85	NC_009615.1 Parabacteroides distasonis ATCC 8503, complete sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/106/785/GCF_900106785.1_genomic.fna.gz	1.9637	2.0974	97.27	8.743	NA-NA	HIGH	NA-NA	9	8.743	5865/13840	97.27	300	NZ_LT629829.1 Prevotellamassilia timonensis strain Marseille-P2831T, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/113/615/GCA_019113615.1_genomic.fna.gz	1.9460	1.4035	98.36	8.664	NA-NA	HIGH	NA-NA	8	8.664	6124/10238	98.36	260	DXHE01000073.1 MAG TPA_asm: Candidatus Acutalibacter stercoravium isolate ChiBcolR1-495 ChiBcolR1__C100346_L97109_SAMN08009782, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/509/575/GCF_010509575.1_genomic.fna.gz	1.8837	1.7961	98.17	8.387	NA-NA	HIGH	NA-NA	8	8.387	7326/12970	98.17	1305	NZ_CP048437.1 Faecalibacterium duncaniae strain JCM 31915 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/834/015/GCF_000834015.1_genomic.fna.gz	1.8322	1.8375	98.61	8.157	NA-NA	HIGH	NA-NA	8	8.157	8963/13822	98.61	35	NZ_JXQI01000001.1 Prevotella pectinovora strain P4-76 contig1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/406/815/GCF_001406815.1_genomic.fna.gz	1.6742	1.7158	98.61	7.454	NA-NA	HIGH	NA-NA	7	7.454	9247/14285	98.61	691	NZ_CVRR01000001.1 Roseburia faecis strain M72, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/151/215/GCF_025151215.1_genomic.fna.gz	1.6415	2.2083	98.29	7.308	NA-NA	HIGH	NA-NA	7	7.308	10856/18503	98.29	848	NZ_CP102286.1 Parabacteroides merdae ATCC 43184 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/148/125/GCF_025148125.1_genomic.fna.gz	1.6293	2.3463	98.18	7.254	NA-NA	HIGH	NA-NA	7	7.254	10860/19168	98.18	3638	NZ_CP102267.1 Blautia wexlerae DSM 19850 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/551/625/GCA_900551625.1_genomic.fna.gz	1.5008	0.8031	97.08	6.682	NA-NA	HIGH	NA-NA	7	6.682	2991/7490	97.08	36	URWZ01000001.1 uncultured Collinsella sp. isolate UMGS1424 genome assembly, contig: NODE_453_length_22258_cov_4.142864, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/871/745/GCA_014871745.1_genomic.fna.gz	1.4033	0.9646	95.12	6.248	NA-NA	HIGH	NA-NA	6	6.248	2038/9600	95.12	1767	WGSI01000001.1 MAG: Collinsella sp. isolate COPD009 SA9242_bin.25_contig_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/834/235/GCF_002834235.1_genomic.fna.gz	1.3097	0.9661	98.01	5.831	NA-NA	HIGH	NA-NA	6	5.831	5393/10048	98.01	349	NZ_NNBY01000001.1 Ruminococcus bromii strain 5AMG contig000001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/167/555/GCF_900167555.1_genomic.fna.gz	1.2841	1.2793	98.12	5.717	NA-NA	HIGH	NA-NA	6	5.717	7457/13412	98.12	602	NZ_FUYF01000092.1 Gemmiger formicilis strain ATCC 27749, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/154/465/GCF_000154465.1_genomic.fna.gz	1.2600	0.9877	99.64	5.610	NA-NA	HIGH	NA-NA	5	5.610	9585/10726	99.64	0	NZ_DS499581.1 Alistipes putredinis DSM 17216 Scfld_02_11, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/916/055/GCA_001916055.1_genomic.fna.gz	1.2203	0.5599	98.99	5.433	NA-NA	HIGH	NA-NA	5	5.433	4734/6491	98.99	18	MNRR01000017.1 MAG: Clostridium sp. 28_12 Ley3_66761_scaffold_10414, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/024/685/GCF_003024685.1_genomic.fna.gz	1.2110	1.0398	97.51	5.392	NA-NA	HIGH	NA-NA	5	5.392	5381/11774	97.51	227	NZ_PYLQ01000001.1 Faecalibacillus intestinalis strain SNUG30099 scaffold_0, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/433/735/GCA_000433735.1_genomic.fna.gz	1.1763	0.7835	99.19	5.237	NA-NA	HIGH	NA-NA	5	5.237	7198/9250	99.19	2	HF998251.1 Clostridium sp. CAG:167 genomic scaffold, scf3, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/048/895/GCF_900048895.1_genomic.fna.gz	1.1648	1.3143	98.90	5.186	NA-NA	HIGH	NA-NA	5	5.186	11232/15816	98.90	59	NZ_LT160627.1 Neglectibacter timonensis strain SN17, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/173/975/GCF_000173975.1_genomic.fna.gz	1.1125	1.1252	98.74	4.953	NA-NA	HIGH	NA-NA	5	4.953	9485/14047	98.74	466	NZ_ACEP01000175.1 Anaerobutyricum hallii DSM 3353 E_hallii-1.0_Cont496.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/117/555/GCA_019117555.1_genomic.fna.gz	1.0710	1.9056	97.50	4.768	NA-NA	HIGH	NA-NA	5	4.768	11382/24968	97.50	1511	DWZM01000079.1 MAG TPA_asm: Candidatus Bacteroides intestinigallinarum isolate 2926 ChiHcec17__C103617_L18972_SAMN08010063, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/285/GCA_019421285.1_genomic.fna.gz	1.0558	0.6098	97.36	4.701	NA-NA	HIGH	NA-NA	5	4.701	3568/8170	97.36	1711	JAHZFO010000001.1 MAG: Clostridiales bacterium isolate HRGM_Genome_2936 HRGM_Genome_2936_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/757/685/GCA_025757685.1_genomic.fna.gz	1.0130	0.6183	97.91	4.510	NA-NA	HIGH	NA-NA	4	4.510	4486/8630	97.91	227	CP107220.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0053 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/120/195/GCF_900120195.1_genomic.fna.gz	0.9814	0.9980	98.90	4.370	NA-NA	HIGH	NA-NA	4	4.370	9849/13885	98.90	513	NZ_LT635537.1 Blautia sp. Marseille-P3087 strain Marseille-P3087T, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/696/065/GCF_009696065.1_genomic.fna.gz	0.9529	0.9470	97.17	4.243	NA-NA	HIGH	NA-NA	4	4.243	5715/13906	97.17	2812	NZ_VUMS01000001.1 Oliverpabstia intestinalis strain BSM-380-WT-5A seq1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/095/GCF_025567095.1_genomic.fna.gz	0.9458	1.1112	98.04	4.211	NA-NA	HIGH	NA-NA	4	4.211	8790/16241	98.04	855	NZ_JAOQJH010000001.1 Anthropogastromicrobium aceti strain H6_35 .14207_7_90.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/150/085/GCF_025150085.1_genomic.fna.gz	0.8924	0.8008	98.75	3.973	NA-NA	HIGH	NA-NA	4	3.973	8428/12447	98.75	425	NZ_CP102280.1 Dorea longicatena strain DSM 13814 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/296/915/GCF_030296915.1_genomic.fna.gz	0.8597	0.7408	98.88	3.828	NA-NA	HIGH	NA-NA	4	3.828	8522/12086	98.88	223	NZ_AP028031.1 Anaerostipes hadrus ATCC 29173 = JCM 17467 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/715/885/GCA_018715885.1_genomic.fna.gz	0.7934	0.6099	99.10	3.533	NA-NA	HIGH	NA-NA	3	3.533	8203/10869	99.10	9	DVKT01000009.1 MAG TPA_asm: Candidatus Caccoplasma intestinavium isolate 21143 CHK51__C103499_L27198_ERR2241737, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/196/555/GCF_000196555.1_genomic.fna.gz	0.7790	0.5710	98.83	3.468	NA-NA	HIGH	NA-NA	3	3.468	6943/9990	98.83	2	NC_015067.1 Bifidobacterium longum subsp. longum JCM 1217, complete sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/015/GCF_025567015.1_genomic.fna.gz	0.7689	0.9683	98.34	3.423	NA-NA	HIGH	NA-NA	3	3.423	10428/17507	98.34	1035	NZ_JAOQJO010000001.1 Brotolimicola acetigignens strain f_CXY .18048_1_81.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/265/GCA_900553265.1_genomic.fna.gz	0.7475	0.6119	98.39	3.328	NA-NA	HIGH	NA-NA	3	3.328	6870/11362	98.39	48	USDD01000001.1 uncultured Clostridiales bacterium isolate UMGS1603 genome assembly, contig: NODE_121_length_60786_cov_6.532249, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/188/175/GCF_000188175.1_genomic.fna.gz	0.7456	0.4862	99.21	3.320	NA-NA	HIGH	NA-NA	3	3.320	7169/9172	99.21	19	NZ_GL830843.1 Phascolarctobacterium succinatutens YIT 12067 Scfld0, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/215/475/GCA_905215475.1_genomic.fna.gz	0.7323	0.4129	97.94	3.261	NA-NA	HIGH	NA-NA	3	3.261	4180/7957	97.94	66	CAJMPW010000001.1 TPA_asm: uncultured bacterium isolate ERR1600716-bin.16 genome assembly, contig: NODE_1_length_539502_cov_99.761658, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/548/615/GCA_900548615.1_genomic.fna.gz	0.7257	0.4599	99.04	3.231	NA-NA	HIGH	NA-NA	3	3.231	6502/8776	99.04	73	URKW01000001.1 uncultured Clostridiales bacterium isolate UMGS1099 genome assembly, contig: NODE_242_length_62560_cov_9.486937, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/145/845/GCF_025145845.1_genomic.fna.gz	0.7220	0.8454	98.51	3.215	NA-NA	HIGH	NA-NA	3	3.215	9787/15600	98.51	608	NZ_CP102253.1 Alistipes shahii WAL 8301 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/434/635/GCA_000434635.1_genomic.fna.gz	0.6969	0.5361	97.80	3.103	NA-NA	HIGH	NA-NA	3	3.103	5358/10683	97.80	143	HF987968.1 Firmicutes bacterium CAG:110 genomic scaffold, scf9, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/149/785/GCF_025149785.1_genomic.fna.gz	0.6797	0.7047	98.33	3.026	NA-NA	HIGH	NA-NA	3	3.026	8500/14318	98.33	1362	NZ_CP102277.1 Coprococcus comes ATCC 27758 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/433/455/GCA_000433455.1_genomic.fna.gz	0.6485	0.2808	98.36	2.887	NA-NA	HIGH	NA-NA	3	2.887	3646/6095	98.36	2	HF992472.1 Mycoplasma sp. CAG:877 genomic scaffold, scf5, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/200/265/GCA_905200265.1_genomic.fna.gz	0.5416	0.3652	98.83	2.411	98.77-98.89	2.411	2.29-2.57	2	2.739	5928/9365	98.54	48	CAJKJS010000001.1 MAG TPA_asm: uncultured Ruminococcaceae bacterium isolate ERR1600698-bin.13 genome assembly, contig: NODE_943_length_32961_cov_6.331976, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/680/455/GCF_009680455.1_genomic.fna.gz	0.4954	0.4603	98.60	2.206	98.55-98.66	2.206	2.10-2.31	2	2.536	7578/13152	98.24	703	NZ_WKRD01000010.1 Lachnospira eligens strain BIOML-A1 scaffold10_size99411, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/233/955/GCF_000233955.1_genomic.fna.gz	0.4504	0.5860	97.90	2.005	97.83-97.97	2.005	1.90-2.10	2	2.557	8222/18331	97.45	309	NZ_JH376577.1 Paraprevotella clara YIT 11840 Scfld0, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/475/GCA_000435475.1_genomic.fna.gz	0.4393	0.2607	98.54	1.956	98.48-98.64	1.956	1.81-2.03	2	2.341	4545/8355	98.06	1	FR896020.1 Cryptobacterium sp. CAG:338 genomic scaffold, scf1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/469/345/GCF_000469345.1_genomic.fna.gz	0.4384	0.4645	98.30	1.952	98.24-98.35	1.952	1.86-2.06	2	2.359	7497/14800	97.83	961	NZ_KI271072.1 Eubacterium ramulus ATCC 29099 Scaffold1027, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/437/855/GCA_000437855.1_genomic.fna.gz	0.4346	0.1655	99.20	1.935	99.11-99.29	1.935	1.79-2.04	2	2.327	3569/5356	98.70	6	FR902163.1 Clostridium sp. CAG:567 genomic scaffold, scf3, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/734/885/GCF_019734885.1_genomic.fna.gz	0.4183	0.4627	97.89	1.862	97.82-97.96	1.862	1.77-1.96	2	2.329	6812/15601	97.36	1237	NZ_JAAXCM010000047.1 Coprococcus catus strain VPIC661 NODE_10_length_119888_cov_151.841_ID_19, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/550/775/GCA_900550775.1_genomic.fna.gz	0.4158	0.2370	97.78	1.851	97.67-97.86	1.851	1.74-1.96	2	2.296	3370/8019	97.24	29	URTH01000001.1 uncultured Clostridiales bacterium isolate UMGS1326 genome assembly, contig: NODE_1842_length_30249_cov_3.308836, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/150/425/GCA_025150425.1_genomic.fna.gz	0.4124	0.3415	97.59	1.836	97.51-97.70	1.836	1.69-1.94	2	2.136	4507/11421	97.05	78	CP102281.1 [Eubacterium] siraeum strain DSM 15702 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/205/025/GCF_000205025.1_genomic.fna.gz	0.3902	0.3396	98.81	1.737	98.74-98.86	1.737	1.66-1.82	2	2.079	6855/12065	98.19	19	NZ_GL883674.1 Parasutterella excrementihominis YIT 11859 Scfld0, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/959/600/905/GCA_959600905.1_genomic.fna.gz	0.3778	0.2172	99.43	1.682	99.35-99.50	1.682	1.60-1.78	2	2.113	5486/8042	98.77	3	CAUGNO010000001.1 MAG TPA_asm: uncultured Eubacteriales bacterium isolate SRR16279983_bin.24_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ19289347.10, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/315/195/GCF_003315195.1_genomic.fna.gz	0.3654	0.3295	98.78	1.627	98.72-98.84	1.627	1.56-1.71	2	2.157	6861/12490	98.09	11	NZ_QNRV01000001.1 Sutterella wadsworthensis strain DSM 14016 Ga0244527_101, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/507/655/GCA_003507655.1_genomic.fna.gz	0.3519	0.2395	98.52	1.567	98.43-98.58	1.567	1.50-1.65	2	2.007	4784/9598	97.78	146	DNUZ01000039.1 MAG TPA_asm: Lachnospiraceae bacterium isolate UBA11774 contig_1120, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/096/535/GCA_003096535.1_genomic.fna.gz	0.3480	0.3005	98.24	1.550	98.14-98.32	1.550	1.48-1.64	2	2.248	5473/12033	97.49	617	QEKJ01000001.1 Agathobaculum butyriciproducens strain DSM 100391 Ga0215719_101, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/172/175/GCF_000172175.1_genomic.fna.gz	0.3454	0.6425	98.91	1.538	98.85-98.97	1.538	1.48-1.59	2	1.983	14613/25907	98.17	442	NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/287/955/GCF_014287955.1_genomic.fna.gz	0.3370	0.3042	98.96	1.501	98.88-99.03	1.501	1.42-1.58	2	2.185	7221/12750	98.18	325	NZ_JACOPD010000001.1 Lachnospira hominis strain NSJ-43 M7_ctg0001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/687/125/GCA_020687125.1_genomic.fna.gz	0.3184	0.3274	98.14	1.418	98.06-98.23	1.418	1.35-1.49	2	2.176	6155/14465	97.28	908	JAJEPY010000100.1 Oscillospiraceae bacterium CLA-AA-H269 NODE_100_length_8506_cov_27.135485, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/209/925/GCF_900209925.1_genomic.fna.gz	0.3137	0.3389	97.18	1.397	97.07-97.28	1.397	1.31-1.48	2	2.119	4513/14496	96.31	1868	NZ_LT907978.1 Anaerobutyricum hallii isolate EH1 chromosome I
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/055/GCA_000435055.1_genomic.fna.gz	0.3117	0.1896	98.56	1.388	98.44-98.66	1.388	1.29-1.48	2	1.895	4084/8524	97.65	12	FR879670.1 Clostridium sp. CAG:138 genomic scaffold, scf1, whole genome shotgun sequence
